nombre,fecha_publicacion,rating,ratings_count,generos,tags,metacritic,plataformas,usuarios_interesados
Grand Theft Auto V,2013-09-17,4.47,7101,['Action'],"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Third Person', 'Funny', 'Sandbox', 'Comedy', 'Third-Person Shooter', 'Moddable', 'Crime', 'vr mod']",92.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Xbox 360', 'PlayStation 3']",22018
The Witcher 3: Wild Hunt,2015-05-18,4.65,6895,"['Action', 'RPG']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Fantasy', 'Sandbox', 'Action RPG', 'Dark', 'Nudity', 'controller support', 'Choices Matter', 'Dark Fantasy', 'Mature', 'Medieval', 'Magic', 'Multiple Endings']",92.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'macOS']",21661
Portal 2,2011-04-18,4.59,5890,"['Shooter', 'Puzzle']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Story Rich', 'cooperative', 'First-Person', 'Sci-fi', 'FPS', 'Online Co-Op', 'Funny', 'Female Protagonist', 'Comedy', 'Local Co-Op', 'stats', 'Steam Workshop', 'Space', 'Includes level editor', 'Captions available', 'Commentary available', 'Science']",95.0,"['PC', 'Xbox One', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3']",20546
Tomb Raider (2013),2013-03-05,4.06,3999,['Action'],"['Singleplayer', 'Multiplayer', 'Full controller support', 'Atmospheric', 'RPG', 'Third Person', 'Exploration', 'Classic', 'Female Protagonist', 'Stealth', 'Action-Adventure', 'Third-Person Shooter', 'Retro', 'Cinematic', 'Quick-Time Events', 'Dinosaurs', 'Lara Croft']",86.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Xbox 360', 'PlayStation 3']",17581
The Elder Scrolls V: Skyrim,2011-11-11,4.42,4760,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Partial Controller Support', 'Fantasy', 'Sandbox', 'Action RPG', 'Steam Workshop', 'role-playing', 'Moddable', 'Character Customization', 'Dark Fantasy', 'Medieval', 'Magic', 'Lore-Rich', 'Dragons']",94.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3']",16528
Red Dead Redemption 2,2018-10-26,4.59,5240,['Action'],"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Gore', 'Exploration', 'Sandbox', 'Violent', 'Third-Person Shooter', 'PvP', 'In-App Purchases', 'Mature', 'Realistic', 'Historical', 'Cinematic', 'Crime', 'Online PvP', '3rd-Person Perspective', 'Blood', 'America', 'Masterpiece', 'Beautiful', 'Hunting', 'Western', '3rd-person']",96.0,"['PC', 'Xbox One', 'PlayStation 4']",16333
BioShock Infinite,2013-03-26,4.38,4111,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'First-Person', 'Sci-fi', 'FPS', 'Fantasy', 'Gore', 'Controller', 'Dystopian', 'Linear', 'Steampunk', 'Alternate History', 'Time Travel', 'Political']",94.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Linux', 'Xbox 360', 'PlayStation 3']",15916
Life is Strange,2015-01-29,4.12,3706,['Adventure'],"['Singleplayer', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Third Person', 'Female Protagonist', 'Dark', 'Point & Click', 'Mystery', 'Short', 'Choices Matter', 'Memes', 'Walking Simulator', 'Multiple Endings', 'Story', 'Episodic', 'Soundtrack', 'Time Travel', 'Time Manipulation', 'student', 'strange', 'photography']",83.0,"['PC', 'PlayStation 4', 'Xbox One', 'iOS', 'Android', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3']",15758
Destiny 2,2017-09-06,3.52,2641,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'Sci-fi', 'FPS', 'Online Co-Op', 'Exploration', 'Free to Play', 'Online multiplayer', 'Action-Adventure', 'PvP', 'Space', 'combat', 'Futuristic', 'Aliens', 'Story', '3rd-Person Perspective', 'online', 'MMORPG', 'PvE', 'Loot', 'Lore-Rich', 'city', 'friends', 'console', 'Masterpiece', 'weapons', 'skill', 'destroy', 'collect', 'hunt', 'gun', 'rain', 'enemy', 'quick', 'darkness', 'defender']",82.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Web']",14519
Fallout 4,2015-11-09,3.81,3351,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'FPS', 'Exploration', 'Sandbox', 'Survival', 'Action RPG', 'Third-Person Shooter', 'Post-apocalyptic']",84.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4']",14082
PAYDAY 2,2013-08-13,3.52,2207,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'cooperative', 'First-Person', 'FPS', 'Online Co-Op', 'Funny', 'Stealth', 'Tactical', 'In-App Purchases', 'Team-Based', 'Crime', 'PvE', 'Heist', 'Gun Customization']",79.0,"['PC', 'Xbox One', 'Linux']",14076
Limbo,2010-07-21,4.14,3325,"['Adventure', 'Action', 'Puzzle', 'Indie', 'Platformer']","['Singleplayer', 'Full controller support', 'Atmospheric', '2D', 'Horror', 'Difficult', 'Action-Adventure', 'Pixel Graphics', 'Controller', 'Dark', 'controller support', 'Short', 'Dark Fantasy', 'Physics', 'Side Scroller', 'Cinematic', 'combat', 'Linear', 'Surreal', 'Puzzle-Platformer', 'Minimalist', '2D Fighter', 'Noir', 'Family Sharing', '2D Platformer', '2D-платформер', '2D-файтинг']",88.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'PS Vita']",13956
DOOM (2016),2016-05-12,4.38,3560,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'cooperative', 'First-Person', 'Sci-fi', 'Partial Controller Support', 'Horror', 'FPS', 'Gore', 'Difficult', 'Classic', 'Zombies', 'Memes', 'Fast-Paced', 'Remake', 'Blood', 'Demons']",85.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",13861
Cyberpunk 2077,2020-12-10,4.21,2821,"['Shooter', 'Action', 'RPG']","['Singleplayer', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Sci-fi', 'FPS', 'Exploration', 'Sandbox', 'Violent', 'Action-Adventure', 'Action RPG', 'role-playing', 'Nudity', 'Mature', 'Cinematic', 'Futuristic', 'Sexual Content', 'Cyberpunk', 'Crime', 'Robots', '3rd-Person Perspective', 'Blood', 'America', 'Masterpiece', 'Soundtrack', 'Hacking', 'Role Playing Game', 'immersive', 'Photorealistic']",73.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X']",13552
Terraria,2011-05-16,4.07,2410,"['Platformer', 'Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'Open World', '2D', 'Online Co-Op', 'Exploration', 'Sandbox', 'Survival', 'Online multiplayer', 'Pixel Graphics', 'role-playing', 'Family Friendly', 'controller support', 'Replay Value', 'Crafting', 'Building', 'overlay']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'Nintendo 3DS', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'Wii U']",13374
Warframe,2013-03-25,3.42,2087,"['Shooter', 'Massively Multiplayer', 'Action', 'RPG']","['Singleplayer', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Free to Play', 'Third-Person Shooter', 'Space', 'role-playing', 'Hack and Slash', 'In-App Purchases', 'Futuristic', 'Parkour', 'Cyberpunk', 'PvE', 'Ninja', 'looter shooter']",73.0,"['PC', 'PlayStation 5', 'Xbox One', 'PlayStation 4', 'Xbox Series S/X', 'Nintendo Switch', 'iOS']",13076
Grand Theft Auto IV,2008-04-29,4.26,3030,['Action'],"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'Partial Controller Support', 'Funny', 'Gore', 'Classic', 'Sandbox', 'Third-Person Shooter', 'Moddable', 'Crime', 'Dark Humor', 'Satire', 'first person mod', 'Bowling']",95.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",12985
Rocket League,2015-07-07,3.93,2822,"['Racing', 'Indie', 'Sports']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'Great Soundtrack', 'Co-op', 'cooperative', 'Online Co-Op', 'Funny', 'Split Screen', 'Local Co-Op', 'Local Multiplayer', 'stats', 'Steam Workshop', 'Cross-Platform Multiplayer', 'Team-Based', 'Fast-Paced', 'Competitive', '4 Player Local', '4 giocatori divano', 'Football', 'Soccer', 'lan party']",86.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",12769
Rise of the Tomb Raider,2015-11-10,4.04,2741,['Action'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Exploration', 'Steam Leaderboards', 'Female Protagonist', 'Survival', 'Stealth', 'Action-Adventure', 'Third-Person Shooter', 'Parkour', 'Quick-Time Events', 'Lara Croft']",86.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS']",12212
Batman: Arkham Knight,2015-06-23,4.24,2627,['Action'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Story Rich', 'Open World', 'Third Person', 'Horror', 'Steam Leaderboards', 'Sandbox', 'Stealth', 'Dark', 'Mature', ""Beat 'em up"", 'Detective', 'Comic Book', 'Superhero', 'Batman']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",12101
Metal Gear Solid V: The Phantom Pain,2015-09-01,4.16,2496,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'Third Person', 'Sci-fi', 'Steam Leaderboards', 'Sandbox', 'Stealth', 'Tactical', 'Third-Person Shooter', 'Dark', 'Captions available', 'Replay Value', 'Cinematic', 'Heist', 'Horses']",91.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",12071
Apex Legends,2019-02-04,3.64,2384,"['Shooter', 'Action']","['Multiplayer', 'Full controller support', 'Atmospheric', 'Co-op', 'First-Person', 'Sci-fi', 'FPS', 'Online Co-Op', 'Exploration', 'Survival', 'Free to Play', 'Action-Adventure', 'Tactical', 'Dark', 'PvP', 'Character Customization', 'Cinematic', 'combat', 'Team-Based', 'Cyberpunk', 'Battle Royale', 'Hero Shooter', 'lootboxes']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS']",11957
Grand Theft Auto: San Andreas,2004-10-26,4.5,3887,['Action'],"['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Open World', 'Third Person', 'Partial Controller Support', 'Funny', 'Classic', 'Sandbox', 'Comedy', 'Moddable', 'Mature', 'Crime', 'Driving', 'first person mod', 'Remote Play on Tablet', 'Remote Play on Phone', 'controversial', 'karaihb']",93.0,"['PC', 'Xbox One', 'PlayStation 4', 'iOS', 'Android', 'macOS', 'Xbox 360', 'Xbox', 'PlayStation 3', 'PlayStation 2']",11781
Middle-earth: Shadow of Mordor,2014-09-30,3.9,2507,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Fantasy', 'Gore', 'Sandbox', 'Stealth', 'Action RPG', 'Hack and Slash', 'Dark Fantasy', 'Magic', 'Parkour', 'Assassin', 'Lore-Rich', 'Based On A Novel', 'steam', 'category', 'microtranzations']",85.0,"['PC', 'PlayStation 4', 'Xbox One', 'macOS', 'Linux', 'Xbox 360', 'PlayStation 3']",11629
The Walking Dead: Season 1,2012-04-23,4.36,2440,"['Adventure', 'Action']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Story Rich', 'Third Person', 'Horror', 'Gore', 'Survival', 'Zombies', 'Point & Click', 'Post-apocalyptic', 'Choices Matter', 'Mature', 'Visual Novel', 'Drama', 'Episodic', 'Comic Book', 'Choose Your Own Adventure', 'Quick-Time Events']",92.0,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Xbox 360', 'PlayStation 3', 'PS Vita']",11570
Hollow Knight,2017-02-23,4.4,2596,"['Platformer', 'Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', '2D', 'Difficult', 'Exploration', 'Controller', 'controller support', 'Cute', 'Dark Fantasy', 'Side Scroller', 'Multiple Endings', 'Metroidvania', 'Hand-drawn', 'Gothic']",88.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",11544
Little Nightmares,2017-04-27,4.04,1590,"['Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Third Person', 'Horror', 'Female Protagonist', 'Stealth', 'Dark', 'Survival Horror', 'controller support', 'Short', 'achievements', 'Puzzle-Platformer', '2.5D']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS']",11525
BioShock 2,2010-02-09,4.07,1930,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Action RPG', 'Dark', 'Dystopian', 'Linear', 'Steampunk', 'Underwater', 'Philisophical']",88.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Xbox 360', 'PlayStation 3']",11438
Dark Souls III,2016-04-11,4.4,2695,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', 'Story Rich', 'Open World', 'cooperative', 'Third Person', 'Horror', 'Difficult', 'Exploration', 'Action RPG', 'PvP', 'Character Customization', 'Replay Value', 'Dark Fantasy', 'Lore-Rich']",89.0,"['PC', 'Xbox One', 'PlayStation 4']",11029
BioShock Remastered,2016-09-15,4.24,1407,['Shooter'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Classic', 'Dark', 'Dystopian', 'Remake', 'Steampunk', 'Commentary available', 'Alternate History', 'Underwater']",,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS']",10841
Hitman,2016-03-11,3.93,2000,"['Shooter', 'Action', 'Simulation']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'Open World', 'Third Person', 'Sandbox', 'Stealth', 'Tactical', 'Third-Person Shooter', 'Nudity', 'Crime', 'Assassin', 'Episodic', 'Illuminati', 'Heist']",83.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",10805
Stardew Valley,2016-02-25,4.4,2384,"['Indie', 'RPG', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Co-op', 'Open World', '2D', 'Partial Controller Support', 'Sandbox', 'Pixel Graphics', 'Retro', 'role-playing', 'Cute', 'Crafting', 'Building', 'overlay', 'Relaxing', 'Dating Sim', 'Shared/Split Screen Co-op', 'cloud saves', 'Fishing', 'Agriculture', 'co-op multiplayer']",89.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS', 'Android', 'macOS', 'Linux', 'PS Vita']",10801
Hotline Miami,2012-10-22,4.38,2607,"['Indie', 'Shooter', 'Arcade', 'Action']","['Singleplayer', 'Steam Achievements', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', '2D', 'Partial Controller Support', 'Gore', 'Difficult', 'Violent', 'Pixel Graphics', 'Retro', 'controller support', 'Fast-Paced', 'Top-Down', 'overlay', 'Music', 'Surreal', 'Top-Down Shooter', '1980s', 'Psychedelic']",85.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Linux', 'PS Vita']",10799
Outlast,2013-09-03,3.74,1813,"['Indie', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Gore', 'Difficult', 'Survival', 'Stealth', 'Dark', 'Nudity', 'Survival Horror', 'controller support', 'Captions available', 'Walking Simulator', 'Parkour', '3D Vision']",80.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'macOS', 'Linux']",10778
Deus Ex: Mankind Divided,2016-08-22,3.96,1993,"['Action', 'RPG']","['Singleplayer', 'Full controller support', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'FPS', 'Stealth', 'Futuristic', 'Cyberpunk', 'Dystopian', 'Illuminati', 'Conspiracy', 'Transhumanism']",83.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",10699
PlayerUnknown’s Battlegrounds,2017-12-20,3.27,1961,"['Shooter', 'Massively Multiplayer', 'Action']","['Multiplayer', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'FPS', 'Online Co-Op', 'Survival', 'Violent', 'Online multiplayer', 'Tactical', 'Third-Person Shooter', 'PvP', 'Battle Royale']",81.0,"['PC', 'Xbox One', 'PlayStation 4']",10624
Far Cry 3,2012-11-28,4.25,2901,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'RPG', 'Co-op', 'Story Rich', 'Open World', 'cooperative', 'First-Person', 'Partial Controller Support', 'FPS', 'Online Co-Op', 'Sandbox', 'Survival', 'Stealth', 'Nudity', 'Colorful', 'Crafting', 'Hunting']",88.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",10602
Path of Exile,2013-10-23,3.65,1623,"['Indie', 'Massively Multiplayer', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'RPG', 'Co-op', 'cooperative', 'Online Co-Op', 'Fantasy', 'Free to Play', 'Online multiplayer', 'Action RPG', 'Hack and Slash', 'In-App Purchases', 'Character Customization', 'Dark Fantasy', 'mmo', 'Dungeon Crawler', 'MMORPG', 'PvE', 'Loot', 'Inventory Management', 'Fishing']",86.0,"['PC', 'Xbox One', 'PlayStation 4']",10589
Alan Wake,2010-05-14,4.09,2239,"['Shooter', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'Third Person', 'Horror', 'Survival', 'Third-Person Shooter', 'Dark', 'Survival Horror', 'controller support', 'Mystery', 'Cinematic', 'Episodic', 'Narration', 'Supernatural', 'Thriller', 'psycholoical-horror', 'enviroment']",83.0,"['PC', 'Xbox One', 'Xbox 360']",10371
Wolfenstein: The New Order,2014-05-19,4.18,2467,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Story Rich', 'First-Person', 'Sci-fi', 'Partial Controller Support', 'Horror', 'FPS', 'Gore', 'Steam Leaderboards', 'Stealth', 'War', 'Historical', 'Dystopian', 'Robots', 'World War II', 'Alternate History']",81.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",10335
Spec Ops: The Line,2012-06-26,4.09,1919,"['Shooter', 'Action']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Story Rich', 'Third Person', 'Horror', 'Steam Leaderboards', 'Third-Person Shooter', 'stats', 'Dark', 'Cross-Platform Multiplayer', 'War', 'Post-apocalyptic', 'Mature', 'Military', 'Psychological', 'Based On A Novel', 'Political', 'european']",76.0,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3']",10331
Saints Row: The Third,2011-11-15,3.95,2038,"['Adventure', 'Action']","['Singleplayer', 'Multiplayer', 'Great Soundtrack', 'RPG', 'Co-op', 'Open World', 'cooperative', 'Third Person', 'Partial Controller Support', 'Online Co-Op', 'Funny', 'Sandbox', 'Female Protagonist', 'Comedy', 'Third-Person Shooter', 'Zombies', 'Character Customization', 'Crime', 'Satire']",84.0,"['PC', 'Xbox One', 'Linux', 'Xbox 360', 'PlayStation 3']",10266
Prey,2017-05-05,4.28,2199,"['Shooter', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Exploration', 'Violent', 'Stealth', 'Space', 'Survival Horror', 'Futuristic', 'Aliens', 'Heist', 'Immersive Sim']",80.0,"['PC', 'Xbox One', 'PlayStation 4']",10134
Fallout: New Vegas,2010-10-19,4.43,2546,"['Shooter', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Sci-fi', 'Partial Controller Support', 'FPS', 'Exploration', 'Steam Leaderboards', 'Sandbox', 'Survival', 'Action RPG', 'Moddable', 'Character Customization', 'Post-apocalyptic', 'Western']",84.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",10041
The Elder Scrolls V: Skyrim Special Edition,2016-10-27,4.45,1949,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Third Person', 'Partial Controller Support', 'Fantasy', 'Classic', 'Female Protagonist', 'Stealth', 'Moddable', 'Character Customization', 'Magic', 'Walking Simulator', 'Remake', 'Dragons']",74.0,"['PC', 'Xbox One', 'PlayStation 4']",10007
Dishonored 2,2016-11-10,4.26,1983,"['Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'Story Rich', 'Open World', 'First-Person', 'Gore', 'Exploration', 'Female Protagonist', 'Stealth', 'Magic', 'Parkour', 'Dystopian', 'Steampunk', 'Assassin', 'Illuminati', 'Heist', 'Supernatural', 'Immersive Sim']",86.0,"['PC', 'Xbox One', 'PlayStation 4']",9895
Don't Starve Together,2016-04-21,3.77,1373,"['Indie', 'Action', 'Simulation']","['Singleplayer', 'Multiplayer', 'Full controller support', 'Atmospheric', 'steam-trading-cards', 'Co-op', 'Open World', 'cooperative', '2D', 'Horror', 'Online Co-Op', 'Funny', 'Difficult', 'Sandbox', 'Survival', 'Local Co-Op', 'Steam Workshop', 'Cross-Platform Multiplayer', 'Survival Horror', 'Crafting', 'Roguelike']",83.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Linux']",9893
Dishonored,2012-09-25,4.37,2675,"['Adventure', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'First-Person', 'Sci-fi', 'FPS', 'Fantasy', 'Stealth', 'Dark', 'Replay Value', 'Magic', 'Multiple Endings', 'Dystopian', 'Steampunk', 'Assassin']",91.0,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360', 'PlayStation 3']",9822
Hellblade: Senua's Sacrifice,2017-08-07,4.23,2256,"['Indie', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Atmospheric', 'steam-trading-cards', 'Story Rich', 'Third Person', 'Horror', 'Fantasy', 'Female Protagonist', 'Violent', 'Action-Adventure', 'Dark', 'Hack and Slash', 'Dark Fantasy', 'Realistic', 'Walking Simulator', 'Blood', 'Psychological', 'Mythology']",83.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",9787
Hitman: Absolution,2012-11-19,3.75,1625,"['Shooter', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'Story Rich', 'Third Person', 'Partial Controller Support', 'Difficult', 'Stealth', 'Controller', 'Tactical', 'Third-Person Shooter', 'Replay Value', 'Cinematic', 'Crime', 'Linear', 'Assassin', 'Score Attack']",79.0,"['PC', 'Xbox One', 'PlayStation 4', 'macOS', 'Xbox 360', 'PlayStation 3']",9702
For Honor,2017-02-13,3.3,1669,"['Massively Multiplayer', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'steam-trading-cards', 'RPG', 'Co-op', 'Story Rich', 'cooperative', 'Third Person', 'Partial Controller Support', 'Online Co-Op', 'Fantasy', 'Gore', 'Online multiplayer', 'PvP', 'Hack and Slash', 'War', 'Realistic', 'Medieval', 'MOBA', 'Swordplay']",76.0,"['PC', 'Xbox One', 'PlayStation 4']",9643
L.A. Noire,2011-05-17,4.16,2042,"['Adventure', 'Action']","['Singleplayer', 'Atmospheric', 'RPG', 'Story Rich', 'Open World', 'Third Person', 'Partial Controller Support', 'Third-Person Shooter', 'Nudity', 'Mystery', 'Mature', 'Cinematic', 'Crime', '3D Vision', 'Detective', 'Noir', 'Investigation']",83.0,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360', 'PlayStation 3']",9631
